id,start_date,end_date,created_by,updated_by,buyer_site_id,vds_rltn_id,description
533,11/03/2022,28/12/2021,4289,2762,1810,1180,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
534,26/02/2022,22/10/2021,3074,2618,3475,3008,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
535,06/12/2021,05/05/2022,741,2820,1419,297,Proin risus.
536,02/10/2021,08/09/2021,2039,3989,3648,4352,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.
537,07/06/2022,22/12/2021,2941,234,2142,4777,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
538,16/05/2022,17/04/2022,1575,1435,1630,996,Suspendisse accumsan tortor quis turpis. Sed ante.
539,26/08/2021,04/04/2022,2506,429,889,4684,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
540,24/08/2021,22/12/2021,760,2902,2534,3513,In sagittis dui vel nisl.
541,02/02/2022,29/12/2021,2955,1037,1574,754,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
542,09/05/2022,20/03/2022,2223,3235,4633,2122,Proin at turpis a pede posuere nonummy.
543,08/11/2021,18/02/2022,2505,1618,4948,3903,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
544,15/12/2021,04/03/2022,1544,371,2149,2376,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
545,01/05/2022,13/12/2021,1907,1051,1410,4493,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.
546,20/12/2021,18/07/2021,851,415,3204,1466,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
547,10/10/2021,06/09/2021,2088,4850,2765,4391,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.
548,20/09/2021,15/07/2021,1181,616,626,1568,Sed vel enim sit amet nunc viverra dapibus.
549,22/12/2021,25/10/2021,4420,3911,3062,1891,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
550,17/04/2022,11/06/2022,4423,1871,10,2580,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
551,09/09/2021,19/01/2022,2826,3960,4751,3585,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla."
552,14/01/2022,29/09/2021,1509,4838,3891,3651,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
553,08/05/2022,16/04/2022,1420,4614,2351,4307,Vivamus tortor.
554,21/12/2021,01/03/2022,3767,3548,1071,288,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
555,03/05/2022,31/05/2022,4106,3638,3930,522,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus."
556,16/03/2022,22/12/2021,3518,75,2494,585,Donec ut mauris eget massa tempor convallis.
557,19/03/2022,20/05/2022,1508,4860,2770,2918,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
558,21/05/2022,17/04/2022,4138,99,1300,4371,Donec posuere metus vitae ipsum.
559,25/09/2021,10/06/2022,3096,4979,1785,2024,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
560,04/07/2021,29/05/2022,2676,711,4189,2360,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
561,28/03/2022,11/02/2022,2213,4282,1591,2714,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
562,18/02/2022,26/06/2021,4857,4847,3365,3350,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
563,29/06/2021,30/11/2021,659,4636,4721,3158,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
564,04/03/2022,07/03/2022,2325,3309,4932,296,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
565,22/09/2021,14/06/2021,288,3284,4863,2956,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
566,05/11/2021,28/01/2022,1143,2574,21,248,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
567,06/01/2022,05/05/2022,1993,2008,1977,4015,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
568,01/06/2022,15/01/2022,3428,4257,3369,90,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
569,05/09/2021,03/01/2022,1777,191,1140,2178,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
570,19/04/2022,08/12/2021,1571,3764,2572,4983,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
571,11/10/2021,25/06/2021,1657,1929,2978,551,Donec dapibus. Duis at velit eu est congue elementum.
572,08/09/2021,29/06/2021,4601,3804,2854,3126,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
573,15/10/2021,03/03/2022,1142,1062,1565,878,Duis consequat dui nec nisi volutpat eleifend.
574,28/08/2021,20/09/2021,3796,2190,1213,1991,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
575,16/03/2022,09/08/2021,4711,1086,4181,516,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.
576,23/06/2021,22/03/2022,3590,579,4874,536,Morbi a ipsum. Integer a nibh.
577,27/05/2022,02/03/2022,538,4549,4338,3746,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst."
578,13/09/2021,18/09/2021,4153,3259,1944,4569,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.
579,09/06/2022,17/11/2021,3003,1893,1547,2458,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
580,19/09/2021,15/11/2021,4450,2777,4470,2779,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
581,11/01/2022,24/01/2022,2238,3918,2269,4969,In blandit ultrices enim.
582,04/02/2022,30/11/2021,2370,1544,1446,257,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
583,13/08/2021,21/03/2022,1004,246,4134,4968,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
584,13/08/2021,22/03/2022,135,1566,587,2029,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
585,04/09/2021,24/03/2022,1052,1514,421,151,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est."
586,31/07/2021,06/02/2022,285,3444,2816,3633,Nam tristique tortor eu pede.
587,10/06/2022,25/01/2022,1423,2556,4293,4461,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
588,02/03/2022,22/08/2021,656,1331,2478,2920,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
589,27/02/2022,22/05/2022,998,3693,1831,3047,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
590,25/07/2021,06/04/2022,3330,4701,4792,4206,Aliquam erat volutpat. In congue.
591,24/12/2021,16/11/2021,2273,2418,1498,3030,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
592,14/01/2022,04/05/2022,3094,755,3432,4861,Ut tellus.
593,23/01/2022,21/12/2021,3536,1318,2296,744,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
594,13/09/2021,31/01/2022,4409,1282,752,4070,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
595,03/05/2022,04/04/2022,272,1613,461,3021,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
596,13/02/2022,29/04/2022,1209,3129,3326,1373,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
597,07/01/2022,24/03/2022,1752,3827,256,3720,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
598,06/12/2021,01/08/2021,2313,1307,3399,2587,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
599,09/04/2022,06/05/2022,3069,4410,1128,2090,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
600,04/11/2021,27/10/2021,3608,2813,4500,2443,Donec dapibus. Duis at velit eu est congue elementum.
601,19/05/2022,29/04/2022,3339,3789,3264,3635,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
602,14/11/2021,20/07/2021,4926,2246,3437,4562,Fusce consequat. Nulla nisl. Nunc nisl.
603,09/05/2022,10/07/2021,3494,3303,1918,4199,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
604,13/11/2021,26/05/2022,4547,2119,27,252,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
605,12/05/2022,25/07/2021,311,3111,4439,2545,Pellentesque at nulla.
606,14/01/2022,07/02/2022,536,4757,1639,1139,Sed ante.
607,09/08/2021,12/10/2021,1241,4059,96,2589,Etiam pretium iaculis justo.
608,25/04/2022,13/03/2022,2770,855,3244,388,Fusce consequat. Nulla nisl. Nunc nisl.
609,04/06/2022,28/03/2022,1518,1152,1618,4341,Curabitur in libero ut massa volutpat convallis.
610,14/09/2021,13/12/2021,1656,3121,2366,425,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus."
611,02/04/2022,15/08/2021,2402,296,910,2935,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
612,15/05/2022,02/11/2021,3978,972,872,4832,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum."
613,01/02/2022,01/12/2021,551,1162,2361,1592,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
614,13/01/2022,05/03/2022,2,3487,3700,4174,Morbi vel lectus in quam fringilla rhoncus.
615,25/03/2022,26/10/2021,2929,267,4606,2799,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
616,15/11/2021,07/12/2021,3779,932,2488,3484,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
617,18/10/2021,16/02/2022,4984,2454,2273,2278,Morbi vel lectus in quam fringilla rhoncus.
618,16/05/2022,28/09/2021,2729,4796,3072,4122,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien."
619,14/02/2022,09/07/2021,953,405,1821,3368,Morbi a ipsum. Integer a nibh.
620,06/12/2021,10/10/2021,1924,3513,3861,3657,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
621,26/02/2022,22/03/2022,1761,2417,2895,656,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
622,10/07/2021,08/12/2021,139,4987,2551,4386,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
623,26/12/2021,07/12/2021,1070,663,4626,3099,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
624,18/12/2021,10/02/2022,2899,4204,3519,3931,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
625,19/07/2021,10/05/2022,1022,2146,4355,3852,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
626,22/07/2021,22/10/2021,1028,3777,3265,3656,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
627,24/10/2021,17/03/2022,4881,3219,3947,2225,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio."
628,15/06/2021,09/07/2021,2735,3400,1459,3167,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
629,31/12/2021,01/02/2022,4178,893,3098,1085,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
630,16/04/2022,15/09/2021,2264,3985,3809,885,Proin risus. Praesent lectus.
631,26/07/2021,29/04/2022,1256,4298,2277,407,Maecenas rhoncus aliquam lacus.
632,02/06/2022,03/08/2021,2063,2094,1817,2502,Duis at velit eu est congue elementum.
633,09/03/2022,15/05/2022,1500,1183,5000,1435,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum."
634,21/03/2022,15/12/2021,4887,3258,2782,497,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
635,17/10/2021,28/12/2021,4682,2997,3732,2353,Maecenas ut massa quis augue luctus tincidunt.
636,31/07/2021,18/07/2021,3597,613,564,2422,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
637,06/03/2022,17/10/2021,2683,3507,4788,2,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
638,03/06/2022,29/07/2021,1598,3532,4246,984,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc."
639,09/03/2022,27/09/2021,2903,3197,2904,4017,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
640,01/10/2021,22/03/2022,2215,4788,2719,680,Etiam pretium iaculis justo. In hac habitasse platea dictumst.
641,13/05/2022,31/05/2022,2511,866,2913,2128,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
642,13/02/2022,30/03/2022,3212,4767,1638,365,Quisque porta volutpat erat.
643,19/07/2021,29/04/2022,2081,3681,1972,2365,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
644,25/11/2021,03/04/2022,2581,4399,1560,260,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
645,08/10/2021,14/10/2021,1335,4904,897,4547,Aliquam quis turpis eget elit sodales scelerisque.
646,18/05/2022,31/12/2021,4314,4088,2819,3311,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
647,27/05/2022,11/07/2021,751,250,446,2903,Nullam porttitor lacus at turpis.
648,11/06/2022,27/08/2021,4318,3824,859,3002,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl."
649,15/11/2021,11/01/2022,4325,3250,816,4947,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
650,28/09/2021,20/11/2021,1589,3894,3332,854,Nulla tellus. In sagittis dui vel nisl.
651,02/09/2021,01/04/2022,1396,120,1087,1843,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
652,13/06/2021,16/06/2021,916,2448,1341,85,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
653,01/12/2021,09/12/2021,2867,4347,4334,3952,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.
654,05/05/2022,09/08/2021,3282,24,3034,1107,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
655,31/12/2021,27/06/2021,1088,2349,3059,3239,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
656,28/06/2021,06/06/2022,1085,810,335,2588,Duis bibendum. Morbi non quam nec dui luctus rutrum.
657,07/02/2022,12/05/2022,1069,2875,3525,2872,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
658,04/04/2022,21/09/2021,4457,1628,4313,4705,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.
659,26/12/2021,18/04/2022,4156,4653,3449,1640,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
660,12/06/2021,31/07/2021,3600,4889,1750,735,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
661,31/07/2021,16/06/2021,3935,1964,2472,349,Praesent blandit.
662,19/02/2022,19/06/2021,3285,2077,2830,173,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
663,31/05/2022,05/05/2022,1982,97,4263,3355,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
664,05/07/2021,14/09/2021,4567,1925,1651,4487,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
665,23/07/2021,18/09/2021,2788,4045,4162,4284,Nulla ac enim.
666,07/08/2021,05/08/2021,4383,926,1966,2937,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
667,29/07/2021,12/11/2021,997,159,434,4288,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
668,29/12/2021,18/12/2021,1257,2185,4381,1823,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
669,07/08/2021,29/07/2021,2282,4927,455,4238,Curabitur in libero ut massa volutpat convallis.
670,18/03/2022,04/01/2022,4049,223,4143,529,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
671,30/09/2021,19/01/2022,451,2444,423,3304,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.
672,01/04/2022,12/05/2022,2417,1012,4215,1014,Curabitur convallis.
673,05/02/2022,10/12/2021,4528,990,1270,958,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
674,15/06/2021,06/01/2022,2808,3674,3286,544,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
675,22/06/2021,23/02/2022,1992,3342,3833,2262,Morbi non lectus.
676,15/05/2022,10/10/2021,4718,57,4686,451,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
677,20/04/2022,17/06/2021,1874,36,388,2062,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo."
678,23/06/2021,24/11/2021,3483,4928,4290,347,Nulla mollis molestie lorem.
679,29/07/2021,02/11/2021,101,2056,3067,4194,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
680,08/02/2022,17/03/2022,4427,665,1264,4084,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
681,20/08/2021,01/08/2021,4374,1263,1053,2083,Sed accumsan felis.
682,17/07/2021,30/11/2021,4477,2247,3407,4037,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
683,19/05/2022,15/05/2022,643,4484,428,2109,Aliquam erat volutpat. In congue.
684,28/11/2021,18/10/2021,3250,1367,880,4468,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
685,21/12/2021,17/05/2022,3337,2031,4496,2330,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
686,20/07/2021,04/07/2021,976,61,4077,3087,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.
687,20/02/2022,10/02/2022,2772,880,201,3573,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
688,12/03/2022,29/08/2021,4860,1587,4217,4919,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui."
689,05/04/2022,02/10/2021,545,1764,3979,4554,Suspendisse potenti.
690,08/06/2022,05/05/2022,3871,1837,2666,4447,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
691,21/08/2021,15/12/2021,4441,4511,3570,4594,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo."
692,23/02/2022,07/11/2021,3023,4872,3645,148,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
693,02/03/2022,06/11/2021,2475,498,1166,2470,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
694,06/09/2021,26/08/2021,3072,3393,4586,2982,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
695,12/02/2022,18/05/2022,2271,3919,1242,661,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
